,station_id,utc_time,PM2.5,PM10,NO2,CO,O3,SO2
444,miyun_aq,2018-02-19 04:00:00,152.0,,34.0,2.3,71.0,40.0
445,miyun_aq,2018-02-19 05:00:00,153.0,,29.0,2.2,97.0,45.0
446,miyun_aq,2018-02-19 06:00:00,140.0,,21.0,1.8,122.0,41.0
447,miyun_aq,2018-02-19 07:00:00,148.0,,23.0,1.8,127.0,39.0
448,miyun_aq,2018-02-19 08:00:00,150.0,,25.0,1.9,126.0,39.0
449,miyun_aq,2018-02-19 09:00:00,154.0,,27.0,1.9,125.0,36.0
450,miyun_aq,2018-02-19 10:00:00,170.0,,32.0,2.1,111.0,31.0
451,miyun_aq,2018-02-19 11:00:00,181.0,,38.0,2.5,96.0,28.0
452,miyun_aq,2018-02-19 12:00:00,193.0,,59.0,2.9,61.0,24.0
453,miyun_aq,2018-02-19 13:00:00,205.0,,57.0,3.4,50.0,22.0
454,miyun_aq,2018-02-19 14:00:00,226.0,,65.0,3.8,39.0,24.0
455,miyun_aq,2018-02-19 15:00:00,224.0,,67.0,4.0,27.0,19.0
456,miyun_aq,2018-02-19 16:00:00,226.0,,54.0,4.3,38.0,19.0
457,miyun_aq,2018-02-19 17:00:00,216.0,,46.0,4.1,42.0,16.0
458,miyun_aq,2018-02-19 18:00:00,198.0,,38.0,3.6,49.0,13.0
459,miyun_aq,2018-02-19 19:00:00,94.0,,18.0,1.4,67.0,10.0
460,miyun_aq,2018-02-19 20:00:00,6.0,,7.0,0.3,82.0,3.0
461,miyun_aq,2018-02-19 21:00:00,9.0,,6.0,0.3,82.0,3.0
462,miyun_aq,2018-02-19 22:00:00,11.0,,7.0,0.3,82.0,2.0
463,miyun_aq,2018-02-19 23:00:00,32.0,,24.0,0.4,55.0,4.0
464,miyun_aq,2018-02-20 00:00:00,3.0,11.0,19.0,0.5,56.0,4.0
465,miyun_aq,2018-02-20 01:00:00,27.0,,30.0,0.9,46.0,10.0
466,miyun_aq,2018-02-20 02:00:00,44.0,47.0,26.0,1.0,61.0,16.0
467,miyun_aq,2018-02-20 03:00:00,10.0,,5.0,0.3,88.0,2.0
468,miyun_aq,2018-02-20 04:00:00,,,,,,
469,miyun_aq,2018-02-20 05:00:00,7.0,,5.0,0.2,94.0,2.0
470,miyun_aq,2018-02-20 06:00:00,9.0,,6.0,0.1,95.0,2.0
471,miyun_aq,2018-02-20 07:00:00,3.0,,6.0,0.1,97.0,2.0
472,miyun_aq,2018-02-20 08:00:00,9.0,,6.0,0.1,97.0,2.0
473,miyun_aq,2018-02-20 09:00:00,3.0,6.0,6.0,0.1,97.0,2.0
474,miyun_aq,2018-02-20 10:00:00,11.0,,8.0,0.1,96.0,2.0
475,miyun_aq,2018-02-20 11:00:00,19.0,,41.0,0.3,53.0,4.0
476,miyun_aq,2018-02-20 12:00:00,122.0,,54.0,1.0,30.0,47.0
477,miyun_aq,2018-02-20 13:00:00,108.0,,47.0,1.3,32.0,22.0
478,miyun_aq,2018-02-20 14:00:00,103.0,,42.0,1.1,36.0,14.0
479,miyun_aq,2018-02-20 15:00:00,52.0,63.0,30.0,1.0,45.0,10.0
480,miyun_aq,2018-02-20 16:00:00,38.0,,24.0,1.2,47.0,7.0
481,miyun_aq,2018-02-20 17:00:00,34.0,,26.0,1.1,42.0,
482,miyun_aq,2018-02-20 18:00:00,46.0,,27.0,,38.0,
483,miyun_aq,2018-02-20 19:00:00,26.0,,24.0,,,5.0
484,miyun_aq,2018-02-20 20:00:00,23.0,24.0,,1.1,,4.0
485,miyun_aq,2018-02-20 21:00:00,22.0,,,1.0,37.0,3.0
486,miyun_aq,2018-02-20 22:00:00,22.0,,30.0,1.1,31.0,3.0
487,miyun_aq,2018-02-20 23:00:00,22.0,24.0,39.0,1.0,21.0,4.0
488,miyun_aq,2018-02-21 00:00:00,24.0,28.0,29.0,0.9,34.0,4.0
489,miyun_aq,2018-02-21 01:00:00,32.0,32.0,21.0,0.9,49.0,7.0
490,miyun_aq,2018-02-21 02:00:00,43.0,,18.0,0.9,59.0,7.0
491,miyun_aq,2018-02-21 03:00:00,45.0,,19.0,0.8,67.0,5.0
492,miyun_aq,2018-02-21 04:00:00,41.0,,14.0,0.7,81.0,5.0
493,miyun_aq,2018-02-21 05:00:00,32.0,,11.0,0.4,88.0,4.0
494,miyun_aq,2018-02-21 06:00:00,40.0,,20.0,0.5,85.0,6.0
495,miyun_aq,2018-02-21 07:00:00,41.0,,22.0,0.3,83.0,6.0
496,miyun_aq,2018-02-21 08:00:00,25.0,,20.0,0.2,86.0,6.0
497,miyun_aq,2018-02-21 09:00:00,26.0,26.0,21.0,0.2,84.0,5.0
498,miyun_aq,2018-02-21 10:00:00,16.0,23.0,23.0,0.3,76.0,5.0
499,miyun_aq,2018-02-21 11:00:00,27.0,28.0,31.0,0.3,62.0,4.0
500,miyun_aq,2018-02-21 12:00:00,16.0,30.0,39.0,0.3,51.0,2.0
501,miyun_aq,2018-02-21 13:00:00,3.0,43.0,43.0,0.3,40.0,2.0
502,miyun_aq,2018-02-21 14:00:00,31.0,47.0,66.0,0.8,12.0,4.0
503,miyun_aq,2018-02-21 15:00:00,45.0,57.0,67.0,1.5,6.0,8.0
504,miyun_aq,2018-02-21 16:00:00,20.0,62.0,63.0,1.4,5.0,4.0
505,miyun_aq,2018-02-21 17:00:00,56.0,,58.0,2.4,8.0,6.0
506,miyun_aq,2018-02-21 18:00:00,25.0,35.0,38.0,1.5,28.0,3.0
507,miyun_aq,2018-02-21 19:00:00,19.0,28.0,29.0,1.3,34.0,3.0
508,miyun_aq,2018-02-21 20:00:00,20.0,30.0,32.0,1.2,25.0,2.0
509,miyun_aq,2018-02-21 21:00:00,20.0,34.0,32.0,1.3,25.0,2.0
510,miyun_aq,2018-02-21 22:00:00,20.0,42.0,36.0,1.1,22.0,2.0
511,miyun_aq,2018-02-21 23:00:00,18.0,45.0,44.0,1.0,16.0,2.0
512,miyun_aq,2018-02-22 00:00:00,21.0,48.0,37.0,1.0,25.0,3.0
513,miyun_aq,2018-02-22 01:00:00,28.0,56.0,30.0,1.2,37.0,6.0
514,miyun_aq,2018-02-22 02:00:00,34.0,54.0,27.0,1.0,44.0,6.0
515,miyun_aq,2018-02-22 03:00:00,23.0,36.0,17.0,0.7,59.0,3.0
516,miyun_aq,2018-02-22 04:00:00,15.0,22.0,8.0,0.4,80.0,2.0
517,miyun_aq,2018-02-22 05:00:00,10.0,23.0,7.0,0.3,87.0,3.0
518,miyun_aq,2018-02-22 06:00:00,9.0,18.0,8.0,0.3,89.0,4.0
519,miyun_aq,2018-02-22 07:00:00,14.0,25.0,6.0,0.2,92.0,3.0
520,miyun_aq,2018-02-22 08:00:00,16.0,26.0,5.0,0.1,92.0,2.0
521,miyun_aq,2018-02-22 09:00:00,12.0,27.0,6.0,0.1,90.0,2.0
522,miyun_aq,2018-02-22 10:00:00,8.0,22.0,10.0,0.1,85.0,2.0
523,miyun_aq,2018-02-22 11:00:00,17.0,27.0,36.0,0.4,53.0,5.0
524,miyun_aq,2018-02-22 12:00:00,43.0,54.0,64.0,1.1,20.0,11.0
525,miyun_aq,2018-02-22 13:00:00,30.0,49.0,40.0,0.8,39.0,8.0
526,miyun_aq,2018-02-22 14:00:00,24.0,47.0,50.0,1.3,25.0,11.0
527,miyun_aq,2018-02-22 15:00:00,22.0,42.0,33.0,1.1,36.0,8.0
528,miyun_aq,2018-02-22 16:00:00,27.0,32.0,33.0,1.0,35.0,6.0
529,miyun_aq,2018-02-22 17:00:00,23.0,32.0,36.0,1.5,28.0,
530,miyun_aq,2018-02-22 18:00:00,15.0,27.0,43.0,,18.0,
531,miyun_aq,2018-02-22 19:00:00,17.0,19.0,37.0,,,4.0
532,miyun_aq,2018-02-22 20:00:00,12.0,21.0,,0.9,,2.0
533,miyun_aq,2018-02-22 21:00:00,16.0,26.0,,1.2,22.0,3.0
534,miyun_aq,2018-02-22 22:00:00,19.0,26.0,43.0,1.1,13.0,3.0
535,miyun_aq,2018-02-22 23:00:00,11.0,26.0,38.0,1.0,18.0,2.0
536,miyun_aq,2018-02-23 00:00:00,19.0,37.0,45.0,1.2,14.0,5.0
537,miyun_aq,2018-02-23 01:00:00,25.0,42.0,31.0,1.1,31.0,7.0
538,miyun_aq,2018-02-23 02:00:00,29.0,38.0,23.0,1.0,45.0,6.0
539,miyun_aq,2018-02-23 03:00:00,21.0,38.0,13.0,0.7,67.0,3.0
540,miyun_aq,2018-02-23 04:00:00,17.0,31.0,14.0,0.5,75.0,3.0
541,miyun_aq,2018-02-23 05:00:00,8.0,13.0,8.0,0.3,89.0,2.0
542,miyun_aq,2018-02-23 06:00:00,10.0,,7.0,0.2,96.0,2.0
543,miyun_aq,2018-02-23 07:00:00,9.0,,7.0,0.1,96.0,2.0
544,miyun_aq,2018-02-23 08:00:00,,,,,,
545,miyun_aq,2018-02-23 09:00:00,5.0,34.0,4.0,0.1,97.0,2.0
546,miyun_aq,2018-02-23 10:00:00,,,,,,
547,miyun_aq,2018-02-23 11:00:00,,,,,,
548,miyun_aq,2018-02-23 12:00:00,,,,,,
549,miyun_aq,2018-02-23 13:00:00,4.0,36.0,4.0,0.1,92.0,2.0
550,miyun_aq,2018-02-23 14:00:00,7.0,42.0,4.0,0.1,90.0,4.0
551,miyun_aq,2018-02-23 15:00:00,5.0,25.0,4.0,0.1,90.0,4.0
552,miyun_aq,2018-02-23 16:00:00,8.0,17.0,5.0,0.1,89.0,2.0
553,miyun_aq,2018-02-23 17:00:00,8.0,11.0,4.0,0.1,91.0,2.0
554,miyun_aq,2018-02-23 18:00:00,9.0,12.0,3.0,0.1,91.0,2.0
555,miyun_aq,2018-02-23 19:00:00,9.0,13.0,5.0,0.2,88.0,2.0
556,miyun_aq,2018-02-23 20:00:00,9.0,10.0,11.0,0.2,80.0,2.0
557,miyun_aq,2018-02-23 21:00:00,11.0,17.0,12.0,0.4,75.0,3.0
558,miyun_aq,2018-02-23 22:00:00,19.0,44.0,23.0,0.8,51.0,5.0
559,miyun_aq,2018-02-23 23:00:00,31.0,79.0,26.0,1.1,40.0,7.0
560,miyun_aq,2018-02-24 00:00:00,35.0,73.0,29.0,1.2,40.0,12.0
561,miyun_aq,2018-02-24 01:00:00,34.0,75.0,28.0,1.3,43.0,18.0
562,miyun_aq,2018-02-24 02:00:00,37.0,65.0,28.0,1.4,47.0,24.0
563,miyun_aq,2018-02-24 03:00:00,,40.0,20.0,1.3,60.0,24.0
564,miyun_aq,2018-02-24 04:00:00,,6.0,,1.1,66.0,17.0
565,miyun_aq,2018-02-24 05:00:00,23.0,,16.0,1.0,73.0,14.0
566,miyun_aq,2018-02-24 06:00:00,24.0,57.0,14.0,0.9,80.0,11.0
567,miyun_aq,2018-02-24 07:00:00,24.0,63.0,14.0,0.7,76.0,
568,miyun_aq,2018-02-24 08:00:00,24.0,53.0,15.0,,76.0,7.0
569,miyun_aq,2018-02-24 09:00:00,23.0,47.0,16.0,,75.0,6.0
570,miyun_aq,2018-02-24 10:00:00,25.0,42.0,20.0,0.6,,6.0
571,miyun_aq,2018-02-24 11:00:00,25.0,51.0,21.0,0.6,,6.0
572,miyun_aq,2018-02-24 12:00:00,29.0,50.0,21.0,0.6,75.0,5.0
573,miyun_aq,2018-02-24 13:00:00,30.0,55.0,18.0,0.6,73.0,5.0
574,miyun_aq,2018-02-24 14:00:00,38.0,61.0,22.0,0.7,62.0,6.0
575,miyun_aq,2018-02-24 15:00:00,29.0,56.0,24.0,0.8,58.0,6.0
576,miyun_aq,2018-02-24 16:00:00,26.0,42.0,21.0,0.8,60.0,5.0
577,miyun_aq,2018-02-24 17:00:00,27.0,37.0,28.0,0.9,46.0,4.0
578,miyun_aq,2018-02-24 18:00:00,29.0,42.0,32.0,1.0,35.0,3.0
579,miyun_aq,2018-02-24 19:00:00,30.0,37.0,32.0,0.7,35.0,3.0
580,miyun_aq,2018-02-24 20:00:00,26.0,35.0,32.0,0.7,28.0,2.0
581,miyun_aq,2018-02-24 21:00:00,30.0,38.0,46.0,1.0,10.0,2.0
582,miyun_aq,2018-02-24 22:00:00,28.0,36.0,35.0,1.0,20.0,2.0
583,miyun_aq,2018-02-24 23:00:00,27.0,41.0,49.0,1.2,7.0,
584,miyun_aq,2018-02-25 00:00:00,,,,,,
585,miyun_aq,2018-02-25 01:00:00,44.0,62.0,46.0,1.1,17.0,
586,miyun_aq,2018-02-25 02:00:00,38.0,51.0,27.0,,42.0,17.0
587,miyun_aq,2018-02-25 03:00:00,34.0,38.0,22.0,,50.0,12.0
588,miyun_aq,2018-02-25 04:00:00,39.0,44.0,21.0,,59.0,11.0
589,miyun_aq,2018-02-25 05:00:00,46.0,,21.0,0.6,,10.0
590,miyun_aq,2018-02-25 06:00:00,54.0,,20.0,0.5,,9.0
591,miyun_aq,2018-02-25 07:00:00,57.0,,20.0,0.4,,10.0
592,miyun_aq,2018-02-25 08:00:00,61.0,69.0,,0.4,79.0,10.0
593,miyun_aq,2018-02-25 09:00:00,62.0,75.0,,0.5,60.0,11.0
594,miyun_aq,2018-02-25 10:00:00,72.0,75.0,,0.5,53.0,11.0
595,miyun_aq,2018-02-25 11:00:00,79.0,84.0,41.0,0.6,73.0,13.0
596,miyun_aq,2018-02-25 12:00:00,83.0,94.0,45.0,0.7,66.0,12.0
597,miyun_aq,2018-02-25 13:00:00,,,,,,
598,miyun_aq,2018-02-25 14:00:00,105.0,122.0,68.0,1.4,27.0,13.0
599,miyun_aq,2018-02-25 15:00:00,101.0,109.0,74.0,1.2,13.0,10.0
600,miyun_aq,2018-02-25 16:00:00,86.0,106.0,71.0,1.1,6.0,6.0
601,miyun_aq,2018-02-25 17:00:00,107.0,113.0,73.0,1.5,3.0,5.0
602,miyun_aq,2018-02-25 18:00:00,86.0,106.0,70.0,1.3,3.0,5.0
603,miyun_aq,2018-02-25 19:00:00,92.0,100.0,70.0,2.0,3.0,5.0
604,miyun_aq,2018-02-25 20:00:00,104.0,110.0,71.0,3.7,3.0,6.0
605,miyun_aq,2018-02-25 21:00:00,90.0,95.0,67.0,2.5,2.0,6.0
606,miyun_aq,2018-02-25 22:00:00,84.0,92.0,66.0,1.8,4.0,5.0
607,miyun_aq,2018-02-25 23:00:00,90.0,94.0,61.0,1.6,5.0,3.0
608,miyun_aq,2018-02-26 00:00:00,90.0,96.0,52.0,1.8,10.0,3.0
609,miyun_aq,2018-02-26 01:00:00,105.0,123.0,60.0,2.2,13.0,10.0
610,miyun_aq,2018-02-26 02:00:00,100.0,124.0,,1.6,28.0,17.0
611,miyun_aq,2018-02-26 03:00:00,94.0,98.0,,1.2,35.0,20.0
612,miyun_aq,2018-02-26 04:00:00,101.0,,32.0,1.1,85.0,28.0
613,miyun_aq,2018-02-26 05:00:00,114.0,,24.0,0.9,122.0,36.0
614,miyun_aq,2018-02-26 06:00:00,108.0,,26.0,0.9,130.0,30.0
615,miyun_aq,2018-02-26 07:00:00,104.0,,25.0,0.8,139.0,27.0
616,miyun_aq,2018-02-26 08:00:00,108.0,,26.0,0.8,143.0,26.0
617,miyun_aq,2018-02-26 09:00:00,138.0,,31.0,1.0,141.0,30.0
618,miyun_aq,2018-02-26 10:00:00,150.0,,41.0,1.3,126.0,29.0
619,miyun_aq,2018-02-26 11:00:00,164.0,,64.0,1.6,95.0,26.0
620,miyun_aq,2018-02-26 12:00:00,193.0,,125.0,2.5,25.0,22.0
621,miyun_aq,2018-02-26 13:00:00,200.0,215.0,115.0,2.5,13.0,16.0
622,miyun_aq,2018-02-26 14:00:00,204.0,,97.0,3.2,20.0,14.0
623,miyun_aq,2018-02-26 15:00:00,207.0,,71.0,3.4,36.0,12.0
624,miyun_aq,2018-02-26 16:00:00,186.0,,64.0,2.9,41.0,10.0
625,miyun_aq,2018-02-26 17:00:00,161.0,,58.0,2.3,43.0,8.0
626,miyun_aq,2018-02-26 18:00:00,150.0,,47.0,1.9,53.0,9.0
627,miyun_aq,2018-02-26 19:00:00,143.0,,48.0,1.9,51.0,8.0
628,miyun_aq,2018-02-26 20:00:00,149.0,,48.0,1.9,47.0,9.0
629,miyun_aq,2018-02-26 21:00:00,150.0,,53.0,2.3,36.0,7.0
630,miyun_aq,2018-02-26 22:00:00,148.0,,71.0,2.5,17.0,5.0
631,miyun_aq,2018-02-26 23:00:00,161.0,,80.0,3.0,6.0,5.0
632,miyun_aq,2018-02-27 00:00:00,173.0,,79.0,3.4,6.0,5.0
633,miyun_aq,2018-02-27 01:00:00,264.0,273.0,70.0,4.8,6.0,7.0
634,miyun_aq,2018-02-27 02:00:00,241.0,294.0,56.0,3.7,3.0,7.0
635,miyun_aq,2018-02-27 03:00:00,227.0,260.0,58.0,3.7,3.0,7.0
636,miyun_aq,2018-02-27 04:00:00,233.0,250.0,60.0,3.8,5.0,9.0
637,miyun_aq,2018-02-27 05:00:00,226.0,228.0,57.0,3.3,9.0,10.0
638,miyun_aq,2018-02-27 06:00:00,227.0,,50.0,2.9,22.0,15.0
639,miyun_aq,2018-02-27 07:00:00,222.0,,47.0,2.7,42.0,19.0
640,miyun_aq,2018-02-27 08:00:00,221.0,,43.0,2.4,57.0,21.0
641,miyun_aq,2018-02-27 09:00:00,207.0,,42.0,2.2,57.0,15.0
642,miyun_aq,2018-02-27 10:00:00,209.0,,44.0,2.1,52.0,13.0
643,miyun_aq,2018-02-27 11:00:00,208.0,,48.0,2.1,48.0,12.0
644,miyun_aq,2018-02-27 12:00:00,213.0,,60.0,2.3,36.0,11.0
645,miyun_aq,2018-02-27 13:00:00,227.0,,80.0,2.8,8.0,11.0
646,miyun_aq,2018-02-27 14:00:00,216.0,,57.0,2.4,30.0,12.0
647,miyun_aq,2018-02-27 15:00:00,163.0,193.0,38.0,1.8,64.0,16.0
648,miyun_aq,2018-02-27 16:00:00,143.0,175.0,32.0,1.6,70.0,14.0
649,miyun_aq,2018-02-27 17:00:00,128.0,149.0,28.0,1.3,75.0,13.0
650,miyun_aq,2018-02-27 18:00:00,130.0,144.0,35.0,1.6,60.0,11.0
651,miyun_aq,2018-02-27 19:00:00,124.0,132.0,32.0,1.5,60.0,9.0
652,miyun_aq,2018-02-27 20:00:00,129.0,,32.0,1.3,58.0,9.0
653,miyun_aq,2018-02-27 21:00:00,126.0,,30.0,1.3,56.0,7.0
654,miyun_aq,2018-02-27 22:00:00,128.0,,30.0,1.2,55.0,8.0
655,miyun_aq,2018-02-27 23:00:00,136.0,,34.0,1.5,48.0,8.0
656,miyun_aq,2018-02-28 00:00:00,136.0,,38.0,1.6,44.0,9.0
657,miyun_aq,2018-02-28 01:00:00,131.0,133.0,36.0,1.6,52.0,13.0
658,miyun_aq,2018-02-28 02:00:00,123.0,125.0,36.0,1.6,61.0,18.0
659,miyun_aq,2018-02-28 03:00:00,126.0,,43.0,1.5,55.0,17.0
660,miyun_aq,2018-02-28 04:00:00,124.0,,43.0,1.7,62.0,20.0
661,miyun_aq,2018-02-28 05:00:00,128.0,,31.0,1.9,89.0,26.0
662,miyun_aq,2018-02-28 06:00:00,137.0,143.0,29.0,1.9,102.0,26.0
663,miyun_aq,2018-02-28 07:00:00,148.0,153.0,32.0,1.9,107.0,25.0
664,miyun_aq,2018-02-28 08:00:00,146.0,166.0,38.0,2.0,102.0,21.0
665,miyun_aq,2018-02-28 09:00:00,151.0,160.0,40.0,1.9,101.0,22.0
666,miyun_aq,2018-02-28 10:00:00,153.0,168.0,42.0,1.9,97.0,21.0
667,miyun_aq,2018-02-28 11:00:00,88.0,126.0,31.0,1.1,85.0,12.0
668,miyun_aq,2018-02-28 12:00:00,15.0,195.0,5.0,0.2,97.0,2.0
669,miyun_aq,2018-02-28 13:00:00,11.0,233.0,5.0,0.1,94.0,2.0
670,miyun_aq,2018-02-28 14:00:00,8.0,96.0,6.0,0.1,90.0,2.0
671,miyun_aq,2018-02-28 15:00:00,8.0,79.0,5.0,0.1,87.0,2.0
672,miyun_aq,2018-02-28 16:00:00,9.0,41.0,6.0,0.2,88.0,2.0
673,miyun_aq,2018-02-28 17:00:00,6.0,25.0,6.0,0.2,88.0,2.0
674,miyun_aq,2018-02-28 18:00:00,5.0,25.0,5.0,0.2,86.0,2.0
675,miyun_aq,2018-02-28 19:00:00,5.0,27.0,5.0,0.2,86.0,2.0
676,miyun_aq,2018-02-28 20:00:00,5.0,37.0,4.0,0.2,84.0,2.0
677,miyun_aq,2018-02-28 21:00:00,9.0,33.0,4.0,0.2,87.0,2.0
678,miyun_aq,2018-02-28 22:00:00,6.0,25.0,4.0,0.3,88.0,2.0
679,miyun_aq,2018-02-28 23:00:00,9.0,23.0,11.0,0.3,82.0,2.0
680,miyun_aq,2018-03-01 00:00:00,10.0,23.0,17.0,0.5,75.0,2.0
681,miyun_aq,2018-03-01 01:00:00,10.0,28.0,7.0,0.4,86.0,2.0
682,miyun_aq,2018-03-01 02:00:00,11.0,27.0,5.0,0.3,89.0,2.0
683,miyun_aq,2018-03-01 03:00:00,6.0,10.0,4.0,0.3,91.0,2.0
684,miyun_aq,2018-03-01 04:00:00,7.0,10.0,4.0,0.2,94.0,2.0
685,miyun_aq,2018-03-01 05:00:00,3.0,13.0,,0.2,93.0,2.0
686,miyun_aq,2018-03-01 06:00:00,5.0,,8.0,0.1,96.0,2.0
687,miyun_aq,2018-03-01 07:00:00,3.0,14.0,8.0,0.1,98.0,2.0
688,miyun_aq,2018-03-01 08:00:00,5.0,24.0,9.0,0.1,99.0,2.0
689,miyun_aq,2018-03-01 09:00:00,8.0,37.0,12.0,0.1,95.0,2.0
690,miyun_aq,2018-03-01 10:00:00,10.0,33.0,24.0,0.2,84.0,2.0
691,miyun_aq,2018-03-01 11:00:00,17.0,47.0,29.0,0.2,76.0,2.0
692,miyun_aq,2018-03-01 12:00:00,18.0,59.0,28.0,0.3,74.0,2.0
693,miyun_aq,2018-03-01 13:00:00,20.0,80.0,23.0,0.3,79.0,4.0
694,miyun_aq,2018-03-01 14:00:00,25.0,77.0,20.0,0.3,81.0,4.0
695,miyun_aq,2018-03-01 15:00:00,31.0,75.0,22.0,0.4,71.0,6.0
696,miyun_aq,2018-03-01 16:00:00,37.0,80.0,29.0,0.6,58.0,8.0
697,miyun_aq,2018-03-01 17:00:00,28.0,72.0,26.0,0.6,61.0,10.0
698,miyun_aq,2018-03-01 18:00:00,36.0,71.0,31.0,0.8,53.0,11.0
699,miyun_aq,2018-03-01 19:00:00,37.0,56.0,37.0,0.9,46.0,12.0
700,miyun_aq,2018-03-01 20:00:00,34.0,50.0,28.0,0.7,58.0,13.0
701,miyun_aq,2018-03-01 21:00:00,34.0,53.0,,0.8,47.0,14.0
702,miyun_aq,2018-03-01 22:00:00,37.0,48.0,39.0,1.0,,13.0
703,miyun_aq,2018-03-01 23:00:00,41.0,55.0,42.0,,29.0,13.0
704,miyun_aq,2018-03-02 00:00:00,43.0,68.0,44.0,1.0,32.0,
705,miyun_aq,2018-03-02 01:00:00,46.0,89.0,38.0,1.0,48.0,21.0
706,miyun_aq,2018-03-02 02:00:00,44.0,66.0,33.0,0.9,61.0,22.0
707,miyun_aq,2018-03-02 03:00:00,52.0,61.0,35.0,0.9,65.0,23.0
708,miyun_aq,2018-03-02 04:00:00,55.0,67.0,36.0,0.9,70.0,25.0
709,miyun_aq,2018-03-02 05:00:00,68.0,73.0,35.0,0.9,81.0,26.0
710,miyun_aq,2018-03-02 06:00:00,68.0,84.0,32.0,0.8,94.0,22.0
711,miyun_aq,2018-03-02 07:00:00,78.0,97.0,32.0,0.8,104.0,21.0
712,miyun_aq,2018-03-02 08:00:00,81.0,107.0,34.0,0.8,106.0,20.0
713,miyun_aq,2018-03-02 09:00:00,86.0,120.0,40.0,0.9,103.0,21.0
714,miyun_aq,2018-03-02 10:00:00,91.0,118.0,48.0,1.0,91.0,21.0
715,miyun_aq,2018-03-02 11:00:00,110.0,127.0,55.0,1.2,76.0,28.0
716,miyun_aq,2018-03-02 12:00:00,177.0,198.0,70.0,1.6,55.0,35.0
717,miyun_aq,2018-03-02 13:00:00,198.0,252.0,113.0,1.8,7.0,25.0
718,miyun_aq,2018-03-02 14:00:00,263.0,351.0,109.0,3.2,7.0,40.0
719,miyun_aq,2018-03-02 15:00:00,225.0,294.0,93.0,2.8,7.0,29.0
720,miyun_aq,2018-03-02 16:00:00,221.0,247.0,90.0,2.9,4.0,22.0
721,miyun_aq,2018-03-02 17:00:00,189.0,224.0,87.0,3.7,6.0,23.0
722,miyun_aq,2018-03-02 18:00:00,165.0,196.0,80.0,2.8,7.0,17.0
723,miyun_aq,2018-03-02 19:00:00,146.0,172.0,71.0,2.2,10.0,12.0
724,miyun_aq,2018-03-02 20:00:00,133.0,157.0,61.0,1.6,15.0,9.0
725,miyun_aq,2018-03-02 21:00:00,123.0,136.0,44.0,1.6,25.0,7.0
726,miyun_aq,2018-03-02 22:00:00,124.0,134.0,60.0,1.8,10.0,6.0
727,miyun_aq,2018-03-02 23:00:00,119.0,141.0,64.0,2.0,5.0,6.0
728,miyun_aq,2018-03-03 00:00:00,125.0,152.0,62.0,2.2,8.0,8.0
729,miyun_aq,2018-03-03 01:00:00,137.0,176.0,71.0,2.2,6.0,13.0
730,miyun_aq,2018-03-03 02:00:00,130.0,172.0,61.0,2.0,21.0,17.0
731,miyun_aq,2018-03-03 03:00:00,134.0,162.0,64.0,1.7,23.0,20.0
732,miyun_aq,2018-03-03 04:00:00,138.0,164.0,60.0,1.8,33.0,23.0
733,miyun_aq,2018-03-03 05:00:00,158.0,184.0,60.0,1.8,41.0,25.0
734,miyun_aq,2018-03-03 06:00:00,167.0,188.0,47.0,1.7,54.0,26.0
735,miyun_aq,2018-03-03 07:00:00,179.0,186.0,54.0,1.6,51.0,28.0
736,miyun_aq,2018-03-03 08:00:00,177.0,199.0,52.0,1.5,49.0,25.0
737,miyun_aq,2018-03-03 09:00:00,171.0,186.0,42.0,1.3,59.0,23.0
738,miyun_aq,2018-03-03 10:00:00,175.0,186.0,57.0,1.5,38.0,17.0
739,miyun_aq,2018-03-03 11:00:00,181.0,205.0,72.0,1.8,18.0,12.0
740,miyun_aq,2018-03-03 12:00:00,206.0,222.0,75.0,2.3,17.0,12.0
741,miyun_aq,2018-03-03 13:00:00,219.0,236.0,88.0,3.0,4.0,11.0
742,miyun_aq,2018-03-03 14:00:00,61.0,93.0,23.0,0.7,68.0,5.0
743,miyun_aq,2018-03-03 15:00:00,12.0,59.0,4.0,0.1,90.0,2.0
744,miyun_aq,2018-03-03 16:00:00,10.0,68.0,5.0,0.1,89.0,2.0
745,miyun_aq,2018-03-03 17:00:00,10.0,84.0,6.0,0.1,87.0,2.0
746,miyun_aq,2018-03-03 18:00:00,19.0,113.0,6.0,0.1,87.0,2.0
747,miyun_aq,2018-03-03 19:00:00,24.0,96.0,6.0,0.1,86.0,2.0
748,miyun_aq,2018-03-03 20:00:00,9.0,82.0,5.0,0.1,85.0,2.0
749,miyun_aq,2018-03-03 21:00:00,3.0,70.0,,0.1,80.0,2.0
750,miyun_aq,2018-03-03 22:00:00,11.0,66.0,6.0,0.1,,2.0
751,miyun_aq,2018-03-03 23:00:00,8.0,61.0,7.0,,76.0,4.0
752,miyun_aq,2018-03-04 00:00:00,14.0,62.0,15.0,0.2,68.0,
753,miyun_aq,2018-03-04 01:00:00,11.0,67.0,18.0,0.3,68.0,7.0
754,miyun_aq,2018-03-04 02:00:00,12.0,57.0,10.0,0.2,77.0,6.0
755,miyun_aq,2018-03-04 03:00:00,160.0,279.0,52.0,2.1,29.0,25.0
756,miyun_aq,2018-03-04 04:00:00,115.0,312.0,42.0,2.1,38.0,29.0
757,miyun_aq,2018-03-04 05:00:00,92.0,349.0,35.0,1.8,49.0,28.0
758,miyun_aq,2018-03-04 06:00:00,72.0,429.0,30.0,1.3,54.0,19.0
