from_aq,to_aq,area,level
yanqin_aq,zhiwuyuan_aq,4.0,2
yanqin_aq,beibuxinqu_aq,4.0,2
yanqin_aq,donggaocun_aq,3.0,3
yanqin_aq,shunyi_aq,4.0,2
yanqin_aq,pinggu_aq,3.0,3
yanqin_aq,pingchang_aq,4.0,2
yanqin_aq,dingling_aq,4.0,1
yanqin_aq,huairou_aq,3.0,2
yanqin_aq,badaling_aq,5.0,1
yanqin_aq,miyun_aq,3.0,2
yanqin_aq,yanqin_aq,0.0,0
yanqin_aq,miyunshuiku_aq,3.0,2
miyunshuiku_aq,yufa_aq,6.0,3
miyunshuiku_aq,liulihe_aq,6.0,3
miyunshuiku_aq,yongledian_aq,5.0,2
miyunshuiku_aq,daxing_aq,6.0,2
miyunshuiku_aq,fangshan_aq,6.0,3
miyunshuiku_aq,yizhuang_aq,6.0,2
miyunshuiku_aq,yungang_aq,6.0,2
miyunshuiku_aq,nansanhuan_aq,6.0,2
miyunshuiku_aq,fengtaihuayuan_aq,6.0,2
miyunshuiku_aq,yongdingmennei_aq,6.0,2
miyunshuiku_aq,wanshouxigong_aq,6.0,2
miyunshuiku_aq,tiantan_aq,6.0,2
miyunshuiku_aq,tongzhou_aq,5.0,2
miyunshuiku_aq,qianmen_aq,6.0,2
miyunshuiku_aq,gucheng_aq,6.0,2
miyunshuiku_aq,guanyuan_aq,6.0,2
miyunshuiku_aq,dongsi_aq,6.0,2
miyunshuiku_aq,mentougou_aq,6.0,2
miyunshuiku_aq,nongzhanguan_aq,6.0,2
miyunshuiku_aq,dongsihuan_aq,6.0,2
miyunshuiku_aq,xizhimenbei_aq,6.0,2
miyunshuiku_aq,aotizhongxin_aq,6.0,2
miyunshuiku_aq,wanliu_aq,6.0,2
miyunshuiku_aq,zhiwuyuan_aq,6.0,2
miyunshuiku_aq,beibuxinqu_aq,6.0,2
miyunshuiku_aq,donggaocun_aq,4.0,2
miyunshuiku_aq,shunyi_aq,6.0,2
miyunshuiku_aq,pinggu_aq,4.0,2
miyunshuiku_aq,pingchang_aq,6.0,2
miyunshuiku_aq,dingling_aq,7.0,2
miyunshuiku_aq,huairou_aq,6.0,2
miyunshuiku_aq,badaling_aq,7.0,2
miyunshuiku_aq,miyun_aq,6.0,1
miyunshuiku_aq,yanqin_aq,7.0,2
miyunshuiku_aq,miyunshuiku_aq,0.0,0
