,Unnamed: 0,station_id,utc_time,PM2.5,PM10,NO2,CO,O3,SO2
1100,1100,mentougou_aq,2018/3/18 12:00,144,,106,0.8,22,3
1101,1101,mentougou_aq,2018/3/18 13:00,145,,78,0.8,37,2
1102,1102,mentougou_aq,2018/3/18 14:00,139,,98,1,5,2
1103,1103,mentougou_aq,2018/3/18 15:00,153,,90,1,3,3
1104,1104,mentougou_aq,2018/3/18 16:00,148,,84,1.1,4,3
1105,1105,mentougou_aq,2018/3/18 17:00,128,,70,1,12,2
1106,1106,mentougou_aq,2018/3/18 18:00,126,,62,0.9,14,2
1107,1107,mentougou_aq,2018/3/18 19:00,108,,52,0.8,19,2
1108,1108,mentougou_aq,2018/3/18 20:00,97,,47,0.8,24,2
1109,1109,mentougou_aq,2018/3/18 21:00,94,,53,0.8,15,2
1110,1110,mentougou_aq,2018/3/18 22:00,97,,55,0.9,14,2
1111,1111,mentougou_aq,2018/3/18 23:00,102,,60,0.9,9,2
1112,1112,mentougou_aq,2018/3/19 0:00,88,,57,0.9,22,2
1113,1113,mentougou_aq,2018/3/19 1:00,73,,30,0.7,50,3
1114,1114,mentougou_aq,2018/3/19 2:00,85,,43,0.8,51,6
1115,1115,mentougou_aq,2018/3/19 3:00,80,,41,0.6,68,6
1116,1116,mentougou_aq,2018/3/19 4:00,31,,26,0.4,82,6
1117,1117,mentougou_aq,2018/3/19 5:00,33,,26,0.3,87,6
1118,1118,mentougou_aq,2018/3/19 6:00,22,,22,0.2,96,6
1119,1119,mentougou_aq,2018/3/19 7:00,32,,29,0.3,96,7
1120,1120,mentougou_aq,2018/3/19 8:00,64,67,37,0.4,103,7
1121,1121,mentougou_aq,2018/3/19 9:00,70,,40,0.4,105,6
1122,1122,mentougou_aq,2018/3/19 10:00,53,,43,0.4,99,5
1123,1123,mentougou_aq,2018/3/19 11:00,42,,44,0.3,89,3
1124,1124,mentougou_aq,2018/3/19 12:00,41,60,56,0.3,73,3
1125,1125,mentougou_aq,2018/3/19 13:00,45,75,70,0.5,48,3
1126,1126,mentougou_aq,2018/3/19 14:00,50,76,95,0.5,9,3
1127,1127,mentougou_aq,2018/3/19 15:00,52,75,98,0.5,3,2
1128,1128,mentougou_aq,2018/3/19 16:00,48,83,97,0.5,2,3
1129,1129,mentougou_aq,2018/3/19 17:00,63,127,98,0.6,6,4
1130,1130,mentougou_aq,2018/3/19 18:00,62,118,83,0.6,14,2
1131,1131,mentougou_aq,2018/3/19 19:00,56,99,73,0.7,20,2
1132,1132,mentougou_aq,2018/3/19 20:00,56,91,73,0.7,20,2
1133,1133,mentougou_aq,2018/3/19 21:00,56,91,71,1.1,12,2
1134,1134,mentougou_aq,2018/3/19 22:00,59,93,73,1.2,5,2
1135,1135,mentougou_aq,2018/3/19 23:00,57,91,65,1.2,5,2
1136,1136,mentougou_aq,2018/3/20 0:00,59,92,55,1.2,13,2
1137,1137,mentougou_aq,2018/3/20 1:00,70,,42,0.9,42,5
1138,1138,mentougou_aq,2018/3/20 2:00,22,,30,0.5,69,4
1139,1139,mentougou_aq,2018/3/20 3:00,19,,19,0.4,87,2
1140,1140,mentougou_aq,2018/3/20 4:00,9,,14,0.3,98,2
1141,1141,mentougou_aq,2018/3/20 5:00,9,9,14,0.3,101,2
1142,1142,mentougou_aq,2018/3/20 6:00,10,13,21,0.3,97,2
1143,1143,mentougou_aq,2018/3/20 7:00,13,,23,0.3,98,2
1144,1144,mentougou_aq,2018/3/20 8:00,23,,30,0.3,93,2
1145,1145,mentougou_aq,2018/3/20 9:00,27,28,41,0.4,81,2
1146,1146,mentougou_aq,2018/3/20 10:00,32,51,56,0.4,63,2
1147,1147,mentougou_aq,2018/3/20 11:00,37,59,56,0.4,60,2
1148,1148,mentougou_aq,2018/3/20 12:00,39,53,54,0.4,59,2
1149,1149,mentougou_aq,2018/3/20 13:00,38,51,54,0.4,56,2
1150,1150,mentougou_aq,2018/3/20 14:00,42,72,99,0.5,5,2
1151,1151,mentougou_aq,2018/3/20 15:00,40,76,96,0.5,4,2
1152,1152,mentougou_aq,2018/3/20 16:00,29,73,72,0.6,9,2
1153,1153,mentougou_aq,2018/3/20 17:00,36,55,56,0.6,16,2
1154,1154,mentougou_aq,2018/3/20 18:00,33,55,49,0.6,19,2
1155,1155,mentougou_aq,2018/3/20 19:00,29,38,31,0.6,33,2
1156,1156,mentougou_aq,2018/3/20 20:00,28,31,28,0.7,36,2
1157,1157,mentougou_aq,2018/3/20 21:00,29,38,33,0.8,27,2
1158,1158,mentougou_aq,2018/3/20 22:00,29,35,28,0.8,27,2
1159,1159,mentougou_aq,2018/3/20 23:00,36,44,51,0.9,13,2
1160,1160,mentougou_aq,2018/3/21 0:00,47,78,70,1,8,3
1161,1161,mentougou_aq,2018/3/21 1:00,55,100,67,1.1,15,4
1162,1162,mentougou_aq,2018/3/21 2:00,55,91,69,1.1,18,6
1163,1163,mentougou_aq,2018/3/21 3:00,62,106,75,1.2,19,7
1164,1164,mentougou_aq,2018/3/21 4:00,65,97,69,1.1,31,8
1165,1165,mentougou_aq,2018/3/21 5:00,77,111,60,1.1,48,12
1166,1166,mentougou_aq,2018/3/21 6:00,77,94,39,0.9,83,13
1167,1167,mentougou_aq,2018/3/21 7:00,82,107,40,0.9,90,13
1168,1168,mentougou_aq,2018/3/21 8:00,83,104,39,0.9,95,12
1169,1169,mentougou_aq,2018/3/21 9:00,82,105,44,0.8,91,11
1170,1170,mentougou_aq,2018/3/21 10:00,76,106,46,0.8,90,10
1171,1171,mentougou_aq,2018/3/21 11:00,79,108,63,0.9,72,10
1172,1172,mentougou_aq,2018/3/21 12:00,79,115,118,0.9,13,9
1173,1173,mentougou_aq,2018/3/21 13:00,81,125,98,1,17,7
1174,1174,mentougou_aq,2018/3/21 14:00,87,120,83,1,20,5
1175,1175,mentougou_aq,2018/3/21 15:00,83,109,62,1,31,4
1176,1176,mentougou_aq,2018/3/21 16:00,89,96,46,1,43,4
1177,1177,mentougou_aq,2018/3/21 17:00,90,97,49,1,37,4
1178,1178,mentougou_aq,2018/3/21 18:00,81,93,44,1,38,4
1179,1179,mentougou_aq,2018/3/21 19:00,91,92,58,1,25,4
1180,1180,mentougou_aq,2018/3/21 20:00,87,93,45,0.9,34,4
1181,1181,mentougou_aq,2018/3/21 21:00,83,90,41,0.9,32,4
1182,1182,mentougou_aq,2018/3/21 22:00,86,90,42,0.9,29,3
1183,1183,mentougou_aq,2018/3/21 23:00,86,96,52,1,18,3
1184,1184,mentougou_aq,2018/3/22 0:00,91,108,54,1.1,19,4
1185,1185,mentougou_aq,2018/3/22 1:00,96,110,41,1,41,6
1186,1186,mentougou_aq,2018/3/22 2:00,96,113,58,1.1,49,8
1187,1187,mentougou_aq,2018/3/22 3:00,95,116,61,0.9,68,9
1188,1188,mentougou_aq,2018/3/22 4:00,89,111,54,0.9,80,9
1189,1189,mentougou_aq,2018/3/22 5:00,99,110,60,0.9,85,9
1190,1190,mentougou_aq,2018/3/22 6:00,105,120,57,0.8,102,9
1191,1191,mentougou_aq,2018/3/22 7:00,98,113,46,0.7,133,8
1192,1192,mentougou_aq,2018/3/22 8:00,100,118,48,0.7,128,7
1193,1193,mentougou_aq,2018/3/22 9:00,108,132,48,0.7,128,11
1194,1194,mentougou_aq,2018/3/22 10:00,115,153,47,0.7,128,15
1195,1195,mentougou_aq,2018/3/22 11:00,121,150,56,0.8,116,13
1196,1196,mentougou_aq,2018/3/22 12:00,127,148,87,1,71,13
1197,1197,mentougou_aq,2018/3/22 13:00,133,169,116,1.3,27,11
1198,1198,mentougou_aq,2018/3/22 14:00,133,155,90,1.1,32,8
1199,1199,mentougou_aq,2018/3/22 15:00,125,,64,1,47,7
1200,1200,mentougou_aq,2018/3/22 16:00,119,,86,1,22,6
1201,1201,mentougou_aq,2018/3/22 17:00,106,,59,0.8,41,5
1202,1202,mentougou_aq,2018/3/22 18:00,92,,58,0.7,37,5
1203,1203,mentougou_aq,2018/3/22 19:00,94,,59,0.7,33,4
1204,1204,mentougou_aq,2018/3/22 20:00,85,87,62,0.8,29,4
1205,1205,mentougou_aq,2018/3/22 21:00,95,106,68,0.9,29,6
1206,1206,mentougou_aq,2018/3/22 22:00,104,132,77,0.9,22,8
1207,1207,mentougou_aq,2018/3/22 23:00,93,122,73,0.9,20,6
1208,1208,mentougou_aq,2018/3/23 0:00,97,130,78,1,21,8
1209,1209,mentougou_aq,2018/3/23 1:00,137,175,87,1.3,24,11
1210,1210,mentougou_aq,2018/3/23 2:00,130,153,84,1.2,30,13
1211,1211,mentougou_aq,2018/3/23 3:00,134,156,88,1.3,32,15
1212,1212,mentougou_aq,2018/3/23 4:00,158,184,99,1.4,30,15
1213,1213,mentougou_aq,2018/3/23 5:00,140,158,90,1.2,48,15
1214,1214,mentougou_aq,2018/3/23 6:00,146,150,85,1.2,58,13
1215,1215,mentougou_aq,2018/3/23 7:00,112,,60,0.8,79,10
1216,1216,mentougou_aq,2018/3/23 8:00,73,80,48,0.6,88,7
1217,1217,mentougou_aq,2018/3/23 9:00,,94,59,0.7,83,8
1218,1218,mentougou_aq,2018/3/23 10:00,60,132,77,0.8,71,8
1219,1219,mentougou_aq,2018/3/23 11:00,91,144,112,0.9,36,8
1220,1220,mentougou_aq,2018/3/23 12:00,100,177,117,1.2,17,8
1221,1221,mentougou_aq,2018/3/23 13:00,83,163,110,1.1,3,6
1222,1222,mentougou_aq,2018/3/23 14:00,91,148,111,1.2,7,8
1223,1223,mentougou_aq,2018/3/23 15:00,82,105,93,0.9,11,6
1224,1224,mentougou_aq,2018/3/23 16:00,54,59,78,0.7,19,5
1225,1225,mentougou_aq,2018/3/23 17:00,36,,49,0.5,39,3
1226,1226,mentougou_aq,2018/3/23 18:00,22,,64,0.4,28,3
1227,1227,mentougou_aq,2018/3/23 19:00,22,29,50,0.4,35,2
1228,1228,mentougou_aq,2018/3/23 20:00,15,22,44,0.4,32,2
1229,1229,mentougou_aq,2018/3/23 21:00,17,24,30,0.4,43,2
1230,1230,mentougou_aq,2018/3/23 22:00,11,22,33,0.4,45,2
1231,1231,mentougou_aq,2018/3/23 23:00,16,50,71,0.6,8,3
1232,1232,mentougou_aq,2018/3/24 0:00,29,98,64,0.7,14,3
1233,1233,mentougou_aq,2018/3/24 1:00,49,115,69,1.5,30,16
1234,1234,mentougou_aq,2018/3/24 2:00,186,246,70,2,87,33
1235,1235,mentougou_aq,2018/3/24 3:00,191,,59,1.6,113,25
1236,1236,mentougou_aq,2018/3/24 4:00,131,,48,1.2,126,16
1237,1237,mentougou_aq,2018/3/24 5:00,107,,39,0.9,146,11
1238,1238,mentougou_aq,2018/3/24 6:00,82,,29,0.7,163,6
1239,1239,mentougou_aq,2018/3/24 7:00,55,,27,0.5,149,3
1240,1240,mentougou_aq,2018/3/24 8:00,40,50,27,0.4,131,4
1241,1241,mentougou_aq,2018/3/24 9:00,32,68,29,0.4,123,2
1242,1242,mentougou_aq,2018/3/24 10:00,36,79,35,0.4,121,2
1243,1243,mentougou_aq,2018/3/24 11:00,38,65,38,0.4,116,2
1244,1244,mentougou_aq,2018/3/24 12:00,40,69,48,0.5,109,3
1245,1245,mentougou_aq,2018/3/24 13:00,40,70,47,0.5,103,4
1246,1246,mentougou_aq,2018/3/24 14:00,55,108,104,0.9,27,4
1247,1247,mentougou_aq,2018/3/24 15:00,55,95,88,0.8,27,4
1248,1248,mentougou_aq,2018/3/24 16:00,43,80,88,0.7,20,2
1249,1249,mentougou_aq,2018/3/24 17:00,30,57,53,0.5,44,2
1250,1250,mentougou_aq,2018/3/24 18:00,41,72,83,0.6,11,2
1251,1251,mentougou_aq,2018/3/24 19:00,30,53,56,0.6,29,2
1252,1252,mentougou_aq,2018/3/24 20:00,23,66,50,0.6,30,2
1253,1253,mentougou_aq,2018/3/24 21:00,32,46,54,0.6,21,2
1254,1254,mentougou_aq,2018/3/24 22:00,32,38,56,0.5,22,2
1255,1255,mentougou_aq,2018/3/24 23:00,22,65,76,0.7,11,2
1256,1256,mentougou_aq,2018/3/25 0:00,34,87,77,0.8,16,2
1257,1257,mentougou_aq,2018/3/25 1:00,32,82,52,0.7,46,2
1258,1258,mentougou_aq,2018/3/25 2:00,41,92,55,0.6,60,4
1259,1259,mentougou_aq,2018/3/25 3:00,46,112,50,0.5,76,3
1260,1260,mentougou_aq,2018/3/25 4:00,55,104,49,0.5,97,3
1261,1261,mentougou_aq,2018/3/25 5:00,49,93,52,0.5,101,3
1262,1262,mentougou_aq,2018/3/25 6:00,55,87,50,0.5,115,3
1263,1263,mentougou_aq,2018/3/25 7:00,63,70,35,0.4,145,3
1264,1264,mentougou_aq,2018/3/25 8:00,39,60,28,0.3,144,2
1265,1265,mentougou_aq,2018/3/25 9:00,51,112,34,0.4,154,4
1266,1266,mentougou_aq,2018/3/25 10:00,70,128,44,0.6,161,6
1267,1267,mentougou_aq,2018/3/25 11:00,63,103,60,0.6,126,6
1268,1268,mentougou_aq,2018/3/25 12:00,54,123,134,0.8,34,7
1269,1269,mentougou_aq,2018/3/25 13:00,85,168,147,1.2,9,7
1270,1270,mentougou_aq,2018/3/25 14:00,83,168,136,1.3,5,6
1271,1271,mentougou_aq,2018/3/25 15:00,75,157,114,1,21,6
1272,1272,mentougou_aq,2018/3/25 16:00,64,110,95,0.8,33,5
1273,1273,mentougou_aq,2018/3/25 17:00,67,108,102,0.8,18,4
1274,1274,mentougou_aq,2018/3/25 18:00,70,109,109,0.9,4,7
1275,1275,mentougou_aq,2018/3/25 19:00,75,99,82,1,14,5
1276,1276,mentougou_aq,2018/3/25 20:00,60,76,49,0.7,54,5
1277,1277,mentougou_aq,2018/3/25 21:00,64,89,53,0.8,37,4
1278,1278,mentougou_aq,2018/3/25 22:00,72,93,63,0.8,27,4
1279,1279,mentougou_aq,2018/3/25 23:00,72,122,96,1.1,8,5
1280,1280,mentougou_aq,2018/3/26 0:00,79,138,87,1.2,19,6
1281,1281,mentougou_aq,2018/3/26 1:00,77,109,58,0.8,56,7
1282,1282,mentougou_aq,2018/3/26 2:00,97,158,54,0.8,79,10
1283,1283,mentougou_aq,2018/3/26 3:00,137,193,76,0.9,70,11
1284,1284,mentougou_aq,2018/3/26 4:00,,,,,,
1285,1285,mentougou_aq,2018/3/26 5:00,,,,,,
1286,1286,mentougou_aq,2018/3/26 6:00,105,119,112,1.2,90,12
1287,1287,mentougou_aq,2018/3/26 7:00,148,,72,1,139,14
1288,1288,mentougou_aq,2018/3/26 8:00,139,,49,0.9,178,16
1289,1289,mentougou_aq,2018/3/26 9:00,139,,49,0.9,185,16
1290,1290,mentougou_aq,2018/3/26 10:00,135,,68,1,163,18
1291,1291,mentougou_aq,2018/3/26 11:00,151,169,113,1.3,102,18
1292,1292,mentougou_aq,2018/3/26 12:00,159,197,129,1.5,57,14
1293,1293,mentougou_aq,2018/3/26 13:00,162,174,96,1.3,74,12
1294,1294,mentougou_aq,2018/3/26 14:00,154,,65,1.2,90,10
1295,1295,mentougou_aq,2018/3/26 15:00,146,,46,1.1,105,10
1296,1296,mentougou_aq,2018/3/26 16:00,146,,64,1.1,76,10
1297,1297,mentougou_aq,2018/3/26 17:00,145,,48,1,85,9
1298,1298,mentougou_aq,2018/3/26 18:00,140,,42,1,85,9
1299,1299,mentougou_aq,2018/3/26 19:00,134,,44,1.1,73,8
1300,1300,mentougou_aq,2018/3/26 20:00,141,,49,1.1,54,6
1301,1301,mentougou_aq,2018/3/26 21:00,129,,39,1,69,7
1302,1302,mentougou_aq,2018/3/26 22:00,127,,52,1,57,6
1303,1303,mentougou_aq,2018/3/26 23:00,121,,53,1,57,7
1304,1304,mentougou_aq,2018/3/27 0:00,127,130,74,1.2,38,8
1305,1305,mentougou_aq,2018/3/27 1:00,138,142,48,1.1,80,13
1306,1306,mentougou_aq,2018/3/27 2:00,174,,59,1.2,90,16
1307,1307,mentougou_aq,2018/3/27 3:00,194,196,80,1.3,89,16
1308,1308,mentougou_aq,2018/3/27 4:00,203,,72,1.3,118,16
1309,1309,mentougou_aq,2018/3/27 5:00,206,,70,1.3,151,18
1310,1310,mentougou_aq,2018/3/27 6:00,222,,103,1.4,136,17
1311,1311,mentougou_aq,2018/3/27 7:00,246,,144,1.6,109,16
1312,1312,mentougou_aq,2018/3/27 8:00,247,,136,1.5,122,16
1313,1313,mentougou_aq,2018/3/27 9:00,245,,135,1.5,128,15
1314,1314,mentougou_aq,2018/3/27 10:00,243,,137,1.5,115,15
1315,1315,mentougou_aq,2018/3/27 11:00,240,,112,1.5,117,14
1316,1316,mentougou_aq,2018/3/27 12:00,240,,146,1.7,58,11
1317,1317,mentougou_aq,2018/3/27 13:00,246,,147,1.7,36,10
1318,1318,mentougou_aq,2018/3/27 14:00,244,,120,1.7,40,9
1319,1319,mentougou_aq,2018/3/27 15:00,239,,107,1.6,35,8
1320,1320,mentougou_aq,2018/3/27 16:00,225,,82,1.4,55,8
1321,1321,mentougou_aq,2018/3/27 17:00,210,,70,1.3,53,8
1322,1322,mentougou_aq,2018/3/27 18:00,198,,73,1.3,44,6
1323,1323,mentougou_aq,2018/3/27 19:00,193,,64,1.1,40,6
1324,1324,mentougou_aq,2018/3/27 20:00,173,178,56,1,40,6
1325,1325,mentougou_aq,2018/3/27 21:00,169,205,67,1,25,6
1326,1326,mentougou_aq,2018/3/27 22:00,141,265,55,0.8,37,6
1327,1327,mentougou_aq,2018/3/27 23:00,137,325,72,0.9,19,5
1328,1328,mentougou_aq,2018/3/28 0:00,148,511,89,1.1,17,6
1329,1329,mentougou_aq,2018/3/28 1:00,182,1193,97,1.1,9,6
1330,1330,mentougou_aq,2018/3/28 2:00,214,,75,0.8,23,4
1331,1331,mentougou_aq,2018/3/28 3:00,194,,57,1.2,59,13
1332,1332,mentougou_aq,2018/3/28 4:00,160,1247,40,1.4,79,15
1333,1333,mentougou_aq,2018/3/28 5:00,164,1534,26,1,82,6
1334,1334,mentougou_aq,2018/3/28 6:00,152,1560,29,0.8,81,4
1335,1335,mentougou_aq,2018/3/28 7:00,145,1396,29,0.8,84,3
1336,1336,mentougou_aq,2018/3/28 8:00,132,1296,29,0.7,89,3
1337,1337,mentougou_aq,2018/3/28 9:00,118,1153,27,0.6,81,2
1338,1338,mentougou_aq,2018/3/28 10:00,87,815,32,0.5,74,2
1339,1339,mentougou_aq,2018/3/28 11:00,62,503,37,0.4,65,2
1340,1340,mentougou_aq,2018/3/28 12:00,53,388,43,0.5,55,2
1341,1341,mentougou_aq,2018/3/28 13:00,54,334,38,0.5,60,2
1342,1342,mentougou_aq,2018/3/28 14:00,48,295,44,0.5,49,2
1343,1343,mentougou_aq,2018/3/28 15:00,48,284,71,0.6,19,2
1344,1344,mentougou_aq,2018/3/28 16:00,48,264,74,0.6,7,2
1345,1345,mentougou_aq,2018/3/28 17:00,48,265,65,0.6,12,2
1346,1346,mentougou_aq,2018/3/28 18:00,45,261,70,0.6,2,2
1347,1347,mentougou_aq,2018/3/28 19:00,41,252,75,0.6,2,2
1348,1348,mentougou_aq,2018/3/28 20:00,47,230,79,0.6,2,2
1349,1349,mentougou_aq,2018/3/28 21:00,45,216,78,0.6,2,2
1350,1350,mentougou_aq,2018/3/28 22:00,45,216,75,0.7,2,3
1351,1351,mentougou_aq,2018/3/28 23:00,43,202,76,0.8,2,3
1352,1352,mentougou_aq,2018/3/29 0:00,43,199,78,1,5,5
1353,1353,mentougou_aq,2018/3/29 1:00,35,158,61,1.3,47,27
1354,1354,mentougou_aq,2018/3/29 2:00,41,150,50,1.5,62,32
1355,1355,mentougou_aq,2018/3/29 3:00,46,176,52,1.5,64,32
1356,1356,mentougou_aq,2018/3/29 4:00,48,165,48,1.6,71,33
1357,1357,mentougou_aq,2018/3/29 5:00,46,166,40,1.3,81,29
1358,1358,mentougou_aq,2018/3/29 6:00,41,181,31,0.9,98,20
1359,1359,mentougou_aq,2018/3/29 7:00,40,157,31,0.7,107,15
1360,1360,mentougou_aq,2018/3/29 8:00,40,154,28,0.5,113,9
1361,1361,mentougou_aq,2018/3/29 9:00,32,157,31,0.4,109,5
1362,1362,mentougou_aq,2018/3/29 10:00,34,163,35,0.4,106,4
1363,1363,mentougou_aq,2018/3/29 11:00,33,227,34,0.5,97,4
1364,1364,mentougou_aq,2018/3/29 12:00,26,173,34,0.4,82,3
1365,1365,mentougou_aq,2018/3/29 13:00,31,172,45,0.6,60,5
1366,1366,mentougou_aq,2018/3/29 14:00,25,123,39,0.5,63,4
1367,1367,mentougou_aq,2018/3/29 15:00,26,105,40,0.5,57,4
1368,1368,mentougou_aq,2018/3/29 16:00,28,95,49,0.5,42,3
1369,1369,mentougou_aq,2018/3/29 17:00,29,97,85,0.5,7,3
1370,1370,mentougou_aq,2018/3/29 18:00,29,90,77,0.5,13,4
1371,1371,mentougou_aq,2018/3/29 19:00,28,92,82,0.5,5,5
1372,1372,mentougou_aq,2018/3/29 20:00,29,89,75,0.5,9,5
1373,1373,mentougou_aq,2018/3/29 21:00,27,78,63,0.5,10,4
1374,1374,mentougou_aq,2018/3/29 22:00,23,79,65,0.5,6,4
1375,1375,mentougou_aq,2018/3/29 23:00,27,91,67,0.6,6,3
1376,1376,mentougou_aq,2018/3/30 0:00,32,112,70,0.7,8,4
1377,1377,mentougou_aq,2018/3/30 1:00,34,90,72,0.5,25,6
1378,1378,mentougou_aq,2018/3/30 2:00,36,91,67,0.5,38,8
1379,1379,mentougou_aq,2018/3/30 3:00,36,88,45,0.5,72,9
1380,1380,mentougou_aq,2018/3/30 4:00,32,77,30,0.5,97,7
1381,1381,mentougou_aq,2018/3/30 5:00,31,74,28,0.5,106,7
1382,1382,mentougou_aq,2018/3/30 6:00,27,73,25,0.4,114,6
1383,1383,mentougou_aq,2018/3/30 7:00,38,94,27,0.4,118,6
1384,1384,mentougou_aq,2018/3/30 8:00,36,101,30,0.5,120,6
1385,1385,mentougou_aq,2018/3/30 9:00,51,107,37,0.5,119,6
1386,1386,mentougou_aq,2018/3/30 10:00,54,107,43,0.6,116,6
1387,1387,mentougou_aq,2018/3/30 11:00,53,98,47,0.6,105,7
1388,1388,mentougou_aq,2018/3/30 12:00,52,99,50,0.5,96,8
1389,1389,mentougou_aq,2018/3/30 13:00,58,107,96,0.5,39,8
1390,1390,mentougou_aq,2018/3/30 14:00,60,108,91,0.6,39,8
1391,1391,mentougou_aq,2018/3/30 15:00,65,142,109,0.6,17,9
1392,1392,mentougou_aq,2018/3/30 16:00,60,149,80,0.6,33,6
1393,1393,mentougou_aq,2018/3/30 17:00,60,122,71,0.6,35,5
1394,1394,mentougou_aq,2018/3/30 18:00,55,112,64,0.6,35,5
1395,1395,mentougou_aq,2018/3/30 19:00,61,138,81,0.7,19,5
1396,1396,mentougou_aq,2018/3/30 20:00,70,127,103,0.9,7,9
1397,1397,mentougou_aq,2018/3/30 21:00,56,107,55,0.7,35,6
1398,1398,mentougou_aq,2018/3/30 22:00,53,82,41,0.6,43,5
1399,1399,mentougou_aq,2018/3/30 23:00,52,76,39,0.6,46,4
1400,1400,mentougou_aq,2018/3/31 0:00,49,81,39,0.6,50,5
1401,1401,mentougou_aq,2018/3/31 1:00,57,94,52,0.7,51,6
1402,1402,mentougou_aq,2018/3/31 2:00,59,101,53,0.7,68,7
1403,1403,mentougou_aq,2018/3/31 3:00,78,122,71,0.8,69,10
1404,1404,mentougou_aq,2018/3/31 4:00,84,126,73,0.8,78,10
1405,1405,mentougou_aq,2018/3/31 5:00,87,125,72,0.8,92,10
1406,1406,mentougou_aq,2018/3/31 6:00,89,135,70,0.8,112,10
1407,1407,mentougou_aq,2018/3/31 7:00,96,169,75,0.8,120,11
1408,1408,mentougou_aq,2018/3/31 8:00,97,166,61,0.8,140,11
1409,1409,mentougou_aq,2018/3/31 9:00,106,174,62,0.8,143,11
1410,1410,mentougou_aq,2018/3/31 10:00,115,189,62,0.9,148,12
1411,1411,mentougou_aq,2018/3/31 11:00,126,202,93,1,114,12
1412,1412,mentougou_aq,2018/3/31 12:00,138,207,96,1,90,12
1413,1413,mentougou_aq,2018/3/31 13:00,137,206,104,1.1,60,10
1414,1414,mentougou_aq,2018/3/31 14:00,133,205,102,1.1,42,8
1415,1415,mentougou_aq,2018/3/31 15:00,121,175,88,1,47,7
0,0,miyun_aq,2018/1/31 16:00,40,77,59,1.6,2,8
1,1,miyun_aq,2018/1/31 17:00,32,67,55,1.6,2,6
2,2,miyun_aq,2018/1/31 18:00,27,63,55,1.7,2,6
3,3,miyun_aq,2018/1/31 19:00,25,52,53,1.3,2,5
4,4,miyun_aq,2018/1/31 20:00,23,50,51,1.1,2,5
5,5,miyun_aq,2018/1/31 21:00,23,53,48,1,4,4
6,6,miyun_aq,2018/1/31 22:00,21,54,43,1,11,4
7,7,miyun_aq,2018/1/31 23:00,26,61,47,1.1,6,4
8,8,miyun_aq,2018/2/1 0:00,29,71,50,1.3,4,6
9,9,miyun_aq,2018/2/1 1:00,36,80,42,1.4,15,9
10,10,miyun_aq,2018/2/1 2:00,33,79,34,1.1,27,8
11,11,miyun_aq,2018/2/1 3:00,29,63,24,0.9,41,7
12,12,miyun_aq,2018/2/1 4:00,27,71,15,0.6,59,4
13,13,miyun_aq,2018/2/1 5:00,22,77,6,0.3,80,2
14,14,miyun_aq,2018/2/1 6:00,12,78,6,0.3,84,2
15,15,miyun_aq,2018/2/1 7:00,16,75,7,0.2,86,2
16,16,miyun_aq,2018/2/1 8:00,22,76,8,0.2,86,2
17,17,miyun_aq,2018/2/1 9:00,18,79,10,0.2,84,4
18,18,miyun_aq,2018/2/1 10:00,14,77,12,0.1,78,2
19,19,miyun_aq,2018/2/1 11:00,10,49,10,0.1,79,2
20,20,miyun_aq,2018/2/1 12:00,7,37,9,0.1,76,2
21,21,miyun_aq,2018/2/1 13:00,10,31,11,0.2,73,2
22,22,miyun_aq,2018/2/1 14:00,3,25,5,0.1,79,2
23,23,miyun_aq,2018/2/1 15:00,4,30,4,0.1,78,2
24,24,miyun_aq,2018/2/1 16:00,5,37,4,0.1,75,3
25,25,miyun_aq,2018/2/1 17:00,5,34,5,0.1,72,3
26,26,miyun_aq,2018/2/1 18:00,4,27,3,0.1,74,2
27,27,miyun_aq,2018/2/1 19:00,4,23,4,0.1,72,3
28,28,miyun_aq,2018/2/1 20:00,4,22,5,0.2,68,4
29,29,miyun_aq,2018/2/1 21:00,4,24,7,0.2,64,4
30,30,miyun_aq,2018/2/1 22:00,6,22,9,0.3,61,4
31,31,miyun_aq,2018/2/1 23:00,4,14,6,0.2,64,3
32,32,miyun_aq,2018/2/2 0:00,3,11,5,0.3,68,2
33,33,miyun_aq,2018/2/2 1:00,4,18,6,0.3,68,3
34,34,miyun_aq,2018/2/2 2:00,4,11,4,0.3,71,3
35,35,miyun_aq,2018/2/2 3:00,3,6,2,0.3,73,4
36,36,miyun_aq,2018/2/2 4:00,3,6,2,0.2,75,4
37,37,miyun_aq,2018/2/2 5:00,3,6,2,0.2,76,3
38,38,miyun_aq,2018/2/2 6:00,3,6,2,0.1,79,3
39,39,miyun_aq,2018/2/2 7:00,5,6,3,0.1,81,2
40,40,miyun_aq,2018/2/2 8:00,3,11,3,0.1,81,3
41,41,miyun_aq,2018/2/2 9:00,3,10,3,0.1,81,3
42,42,miyun_aq,2018/2/2 10:00,6,21,6,0.1,76,4
43,43,miyun_aq,2018/2/2 11:00,9,27,8,0.2,72,4
44,44,miyun_aq,2018/2/2 12:00,4,20,5,0.2,72,4
45,45,miyun_aq,2018/2/2 13:00,5,20,5,0.2,72,3
46,46,miyun_aq,2018/2/2 14:00,5,20,6,0.2,68,4
47,47,miyun_aq,2018/2/2 15:00,5,17,8,0.2,64,4
48,48,miyun_aq,2018/2/2 16:00,7,17,9,0.3,61,4
